Org,Name,Line 1,Line 2,City,State,Postal,Country,Tax ID,Tax Exempt,Phone,Email,Width,wUOM,Length,lUOM,Height,hUOM,Status
10001,STORE 54,50523 Mallory Road,,Lansing,MI,48956,United States,15-5367870,FALSE,517-389-4731,store54@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 55,5 Hoard Park,,Columbus,OH,43204,United States,23-2783062,FALSE,614-915-7574,store55@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 56,64 Myrtle Parkway,,Tacoma,WA,98481,United States,70-5841610,FALSE,253-650-7192,store56@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 57,84 Corry Lane,,Saginaw,MI,48609,United States,94-9853158,FALSE,989-694-9487,store57@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 58,1047 Tomscot Place,,New York City,NY,10029,United States,06-5159031,FALSE,646-763-9898,store58@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 59,56347 Laurel Place,,Indianapolis,IN,46239,United States,38-0819048,FALSE,317-131-4405,store59@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 60,82830 Toban Crossing,,Sacramento,CA,95852,United States,09-6977624,FALSE,916-139-3304,store60@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 61,17248 Sherman Road,,Houston,TX,77281,United States,76-4699179,FALSE,713-107-5540,store61@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 62,747 Killdeer Drive,,Mansfield,OH,44905,United States,70-4852273,FALSE,419-725-2331,store62@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 63,8 Derek Avenue,,Alexandria,VA,22309,United States,85-0600859,FALSE,703-256-2630,store63@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 64,90 Pearson Court,,Philadelphia,PA,19196,United States,39-6182330,FALSE,215-760-2496,store64@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 65,713 Monterey Place,,Portland,OR,97216,United States,78-6387019,FALSE,503-655-7667,store65@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 66,9 Dennis Parkway,,Spartanburg,SC,29305,United States,46-6026991,FALSE,864-572-2820,store66@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 67,3942 Brown Alley,,Pinellas Park,FL,34665,United States,02-3002569,FALSE,850-817-3018,store67@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 68,69 Canary Hill,,Kansas City,MO,64114,United States,75-8151060,FALSE,816-941-3596,store68@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 69,3260 Chinook Point,,Pueblo,CO,81010,United States,78-2295477,FALSE,719-733-8670,store69@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 70,5329 Hagan Place,,Jacksonville,FL,32204,United States,70-2521917,FALSE,904-987-0025,store70@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 71,60691 Haas Lane,,Pittsburgh,PA,15205,United States,34-6157786,FALSE,724-560-0502,store71@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 72,06 Linden Road,,Fresno,CA,93721,United States,91-8572186,FALSE,209-233-6897,store72@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 73,48544 Golf Point,,San Bernardino,CA,92415,United States,65-1325393,FALSE,909-703-3699,store73@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 74,77087 Fairview Point,,El Paso,TX,88558,United States,92-5477012,FALSE,915-506-7079,store74@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 75,7903 Iowa Place,,Dallas,TX,75251,United States,73-1433360,FALSE,214-449-8859,store75@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 76,19 North Place,,Montgomery,AL,36134,United States,95-2600524,FALSE,334-361-8072,store76@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 77,6095 Sherman Alley,,Garland,TX,75044,United States,91-5026772,FALSE,214-620-2208,store77@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 78,80169 Northport Terrace,,Ocala,FL,34474,United States,00-4276399,FALSE,352-114-5048,store78@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 79,50299 Stone Corner Center,,Arlington,VA,22217,United States,77-7389517,FALSE,571-834-0630,store79@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 80,2 Northridge Crossing,,Chicago,IL,60646,United States,33-2853248,FALSE,847-751-5580,store80@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 81,5 Algoma Hill,,Canton,OH,44760,United States,97-9166909,FALSE,330-387-5462,store81@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 82,3 Warbler Place,,Brea,CA,92822,United States,41-0923580,FALSE,714-431-3635,store82@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 83,70162 Artisan Plaza,,Sacramento,CA,94280,United States,79-4045181,FALSE,916-628-1085,store83@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 84,86335 Clyde Gallagher Court,,Kissimmee,FL,34745,United States,13-0072628,FALSE,407-358-1930,store84@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 85,267 Mcbride Crossing,,Washington,DC,20525,United States,48-1226643,FALSE,202-463-5074,store85@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 86,56 Karstens Point,,West Palm Beach,FL,33411,United States,58-7758010,FALSE,561-207-8590,store86@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 87,30 Morrow Place,,Saint Petersburg,FL,33742,United States,41-7045561,FALSE,727-235-0252,store87@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 88,1696 Graceland Center,,White Plains,NY,10606,United States,40-7648592,FALSE,914-382-7771,store88@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 89,76953 Morning Parkway,,Corpus Christi,TX,78470,United States,90-9761692,FALSE,361-823-2607,store89@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 90,576 School Alley,,Las Vegas,NV,89125,United States,13-0624558,FALSE,702-448-8492,store90@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 91,93 Johnson Crossing,,Atlanta,GA,30340,United States,09-9279352,FALSE,678-988-2624,store91@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 92,6 Longview Trail,,Berkeley,CA,94712,United States,78-2859144,FALSE,510-666-7420,store92@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 93,97 Harbort Parkway,,San Jose,CA,95108,United States,70-4507005,FALSE,408-966-2213,store93@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 94,2 Bunting Park,,South Bend,IN,46699,United States,80-0865293,FALSE,574-854-6787,store94@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 95,88208 Orin Terrace,,Brooklyn,NY,11220,United States,55-5513616,FALSE,718-601-2588,store95@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 96,85990 South Place,,Portland,OR,97201,United States,87-6622428,FALSE,503-716-1461,store96@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 97,9 Parkside Way,,Salt Lake City,UT,84105,United States,33-0776673,FALSE,435-254-6704,store97@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 98,867 Hoepker Way,,Buffalo,NY,14210,United States,31-8652604,FALSE,716-430-1483,store98@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 99,80 Talisman Drive,,Seattle,WA,98140,United States,00-0570704,FALSE,206-298-0337,store99@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 100,20794 Onsgard Junction,,Kansas City,MO,64109,United States,63-3307278,FALSE,816-376-0049,store100@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 101,052 Miller Pass,,Los Angeles,CA,90060,United States,91-4644923,FALSE,323-281-7144,store101@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 102,9627 Magdeline Parkway,,Baltimore,MD,21239,United States,22-5010363,FALSE,443-434-9056,store102@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 103,341 Meadow Valley Center,,High Point,NC,27264,United States,50-1604473,FALSE,336-339-9679,store103@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 104,65 Red Cloud Junction,,Des Moines,IA,50335,United States,48-1726539,FALSE,515-766-9009,store104@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 105,24 Granby Alley,,Albuquerque,NM,87190,United States,34-7331239,FALSE,505-923-8571,store105@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 106,20 Heffernan Trail,,Alpharetta,GA,30022,United States,80-9377201,FALSE,404-131-2575,store106@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 107,4097 Springs Alley,,Washington,DC,20540,United States,18-5774846,FALSE,202-228-2652,store107@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 108,670 Pearson Center,,Washington,DC,20210,United States,02-9388914,FALSE,202-894-3934,store108@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 109,63 Messerschmidt Alley,,Fort Worth,TX,76134,United States,27-3679624,FALSE,817-234-5857,store109@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 110,610 Packers Junction,,Joliet,IL,60435,United States,33-4474280,FALSE,815-577-9352,store110@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 111,15 Sutteridge Circle,,Huntington,WV,25721,United States,19-4211941,FALSE,304-281-9579,store111@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 112,88 Moulton Hill,,Orlando,FL,32808,United States,93-4662027,FALSE,407-412-3522,store112@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 113,8 Dryden Place,,Alexandria,VA,22313,United States,51-6944712,FALSE,571-403-2538,store113@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 114,44 Packers Avenue,,Worcester,MA,1610,United States,68-0174669,FALSE,508-933-3956,store114@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 115,44 Monterey Circle,,Monroe,LA,71213,United States,71-8063625,FALSE,318-936-4353,store115@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 116,0754 5th Junction,,Oklahoma City,OK,73142,United States,75-1843629,FALSE,405-980-6065,store116@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 117,21 Delladonna Drive,,Denver,CO,80243,United States,30-5186654,FALSE,303-514-7824,store117@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 118,003 Mariners Cove Pass,,Southfield,MI,48076,United States,21-7913356,FALSE,810-351-3731,store118@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 119,11 Ramsey Center,,Pittsburgh,PA,15261,United States,90-9073886,FALSE,412-391-8327,store119@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 120,285 Mesta Drive,,Tucson,AZ,85710,United States,90-3342422,FALSE,520-255-1101,store120@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 121,2935 Alpine Place,,Huntington,WV,25709,United States,05-4899990,FALSE,304-405-0647,store121@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 122,8 7th Drive,,Southfield,MI,48076,United States,02-8158374,FALSE,810-812-8083,store122@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 123,98 Gateway Park,,Las Vegas,NV,89145,United States,68-9117869,FALSE,702-477-9641,store123@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 124,9206 Havey Trail,,Baltimore,MD,21229,United States,98-3814248,FALSE,443-326-9876,store124@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 125,530 Daystar Court,,Palatine,IL,60078,United States,09-2561453,FALSE,847-642-1250,store125@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 126,6433 Meadow Ridge Park,,Southfield,MI,48076,United States,87-8344268,FALSE,586-147-5849,store126@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 127,9 Meadow Ridge Alley,,Lexington,KY,40546,United States,82-1263894,FALSE,859-932-7195,store127@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 128,4 Heath Lane,,Saint Petersburg,FL,33705,United States,45-0921071,FALSE,727-997-3432,store128@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 129,33 Mayer Park,,El Paso,TX,79934,United States,83-0010872,FALSE,915-965-8895,store129@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 130,298 Schiller Street,,Corpus Christi,TX,78470,United States,25-9908689,FALSE,361-967-9012,store130@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 131,17373 Vidon Parkway,,Detroit,MI,48295,United States,89-2439825,FALSE,313-341-3421,store131@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 132,91 Gale Pass,,Pasadena,CA,91186,United States,08-7125799,FALSE,626-680-7072,store132@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 133,95779 Towne Drive,,Corpus Christi,TX,78410,United States,29-3349724,FALSE,361-508-9009,store133@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 134,280 Rigney Way,,Anderson,IN,46015,United States,10-4499612,FALSE,765-391-3488,store134@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 135,93 Pleasure Drive,,Saint Louis,MO,63131,United States,68-5317420,FALSE,636-745-2133,store135@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 136,67107 Eliot Plaza,,Silver Spring,MD,20910,United States,09-1182115,FALSE,301-562-2404,store136@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 137,9833 Russell Crossing,,Spring,TX,77388,United States,71-0673483,FALSE,832-210-9807,store137@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 138,69 Truax Street,,Orlando,FL,32808,United States,92-6543980,FALSE,321-250-4080,store138@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 139,300 Dennis Trail,,Santa Fe,NM,87505,United States,32-2828326,FALSE,505-286-2029,store139@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 140,4 Bonner Trail,,Vancouver,WA,98664,United States,57-1095518,FALSE,360-176-9330,store140@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 141,04 Washington Circle,,San Rafael,CA,94913,United States,90-6253358,FALSE,415-520-1361,store141@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 142,2851 Green Ridge Place,,Norfolk,VA,23520,United States,02-9329257,FALSE,757-502-1510,store142@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 143,5 Debs Hill,,Albany,NY,12242,United States,89-2891286,FALSE,518-183-5630,store143@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 144,58 Pearson Avenue,,Arlington,VA,22212,United States,74-6508551,FALSE,571-676-2833,store144@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 145,796 Melvin Point,,Austin,TX,78715,United States,44-9072537,FALSE,512-879-7427,store145@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 146,70 Anzinger Avenue,,El Paso,TX,79923,United States,59-2235566,FALSE,915-449-7144,store146@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 147,56 Redwing Place,,Spartanburg,SC,29305,United States,92-4559930,FALSE,864-552-2408,store147@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 148,217 Kedzie Street,,New York City,NY,10270,United States,46-3053242,FALSE,718-279-1124,store148@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 149,94 Florence Drive,,Waterloo,IA,50706,United States,03-3052217,FALSE,319-690-2026,store149@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 150,424 Westend Center,,Redwood City,CA,94064,United States,81-4211924,FALSE,650-935-8380,store150@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 151,5519 Oak Circle,,Las Vegas,NV,89193,United States,60-4249444,FALSE,702-191-6184,store151@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 152,25987 Sundown Drive,,Birmingham,AL,35290,United States,29-8428429,FALSE,205-747-2839,store152@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 153,767 Hazelcrest Hill,,Johnson City,TN,37605,United States,82-0331301,FALSE,423-702-8977,store153@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 154,088 Bonner Avenue,,Philadelphia,PA,19172,United States,21-7308013,FALSE,215-436-7746,store154@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 155,8993 Ryan Pass,,Oklahoma City,OK,73124,United States,16-3347005,FALSE,405-453-1181,store155@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 156,02 Claremont Terrace,,Bakersfield,CA,93305,United States,18-9353747,FALSE,661-484-6895,store156@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 157,626 Sutteridge Plaza,,Houston,TX,77266,United States,90-4195846,FALSE,713-350-8975,store157@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 158,5819 Bunting Street,,Meridian,MS,39305,United States,67-6677294,FALSE,601-461-4182,store158@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 159,426 Arrowood Point,,High Point,NC,27264,United States,66-8216694,FALSE,336-446-6183,store159@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
